Country of the beneficial owner,Beneficial owner of the ship,Name of ship,IMO number,Last flag,Flag changed for breaking,Date of change,Commercial Operator of the ship,Registered owner of the ship,Destination city,Destination country,Beaching date,Type of ship,Built in (y),Gross tonnage (GT)
Turkey,Uzkar Gemi Isletmeciligi Limited,M.Eregli,8225670,Malta ,,,Uzkar Gemi Isletmeciligi Limited,Orcas Shipping Company Limited ,Aliaga,Turkey,2014-01-03 00:00:00,General Cargo With Container Capacity ,1982,1709
Turkey,Zeki Yenipazarli,Adil Kaptan,7129439,Turkey ,,,Zeki Yenipazarli,Zeki Yenipazarli,Aliaga,Turkey,2014-05-13 00:00:00,General Cargo ,1972,472
Turkey,Ceren Denizcilik Sanayi Limited Sirketi ,AK Brother,8315229,Panama,,,Ceren Denizcilik Sanayi Limited Sirketi ,Brother Navigation S.A. ,Chittagong,Bangladesh,2014-10-21 00:00:00,Bulk carrier,1985,17879
Turkey,Emiroglu Sea Transportation and Trade Company Limited (Deniz Nakliyati) ,Mimar Sinan,8307674,Cook Islands,,,Emiroglu Sea Transportation and Trade Company Limited (Deniz Nakliyati) ,Martrans Shipping & Trading Company Limited ,Chittagong,Bangladesh,2014-03-02 00:00:00,Bulk carrier,1984,17879
Turkey,Negmar Denizcilik Yatirim AS ,Barbaros G.,8118126,Panama,,,Negmar Denizcilik Yatirim AS ,Barbaros Shipping Investment SA ,Chittagong,Bangladesh,2014-01-29 00:00:00,Bulk carrier,1984,18964
Turkey,Denak Depoculuk ve Nakliyecilik A.S. ,M.Faruk,8028890,Turkey,,,Denak Depoculuk ve Nakliyecilik A.S. ,Denak Depoculuk ve Nakliyecilik A.S. ,Gadani,Pakistan,2014-03-26 00:00:00,Bulk carrier,1984,36022
Turkey,Kalkavan Transport Denizcilik Ticaret ve Sanayi AS ,Halis Kalkavan,8311144,Turkey,,,Kalkavan Transport Denizcilik Ticaret ve Sanayi AS ,Kalkavan Transport Denizcilik Ticaret ve Sanayi AS ,Gadani,Pakistan,2014-08-04 00:00:00,Bulk carrier,1984,22629
UK,Imperial Shipping Limited ,Tyrusland,7718503,UK,,,Imperial Shipping Limited ,Tyrusland Limited ,Alang,India,2014-07-11 00:00:00,RoRo,1978,20882
UK,Mainstream Shipping Limited ,Hakula,8508929,Tonga,,,Mainstream Shipping Limited ,Mainstream Shipping Limited ,Alang,India,2014-08-13 00:00:00,General Cargo,1986,4226
UK,Sea Pioneer Limited ,ACJ Pride,8301644,Panama,,,Sea Pioneer Denizcilik ve Ticaret Limited Sirketi ,Arkley Investment Services S.A. ,Alang,India,2014-04-22 00:00:00,Bulk carrier,1983,12905
UK,Voyages of Discovery Limited ,Amen,7108514,St. Kitts-Nevis,Bermuda,2014-10-16 00:00:00,Voyages of Discovery Limited ,Voyages of Discovery Limited ,Alang,India,2014-12-02 00:00:00,Passenger,1972,20186
UK,I.M. Marine Services (London) Limited,Halima K.,7806855,Panama ,,,I.M. Marine Services (London) Limited,Sunlight Marine Lines Incorporated ,Aliaga,Turkey,2014-09-09 00:00:00,General Cargo With Container Capacity ,1978,5983
UK,I.M. Marine Services (London) Limited,Haja K.,7941978,Panama ,,,I.M. Marine Services (London) Limited,Lexsia Marine S.A. ,Aliaga,Turkey,2014-12-16 00:00:00,General Cargo With Container Capacity ,1980,5988
UK,Siriac International Limited,Demetra,8814342,Panama ,,,Siriac International Limited,Siriac International Limited,Aliaga,Turkey,2014-03-24 00:00:00,Reefer ,1990,4371
UK,Torbulk Limited ,Independent,8843874,Comoros,,,Torbulk Limited ,Independent Shipping Limited ,Ghent,Belgium,2014-05-15 00:00:00,General Cargo,1982,2113
UK,Atlantic Offshore Rescue Limited ,Ocean Searcher,7401306,Bahamas,,,Atlantic Offshore Rescue Limited ,Atlantic Offshore Rescue Limited ,Grenaa,Denmark,2014-08-15 00:00:00,Standby Safety vessel,1975,1472
UK,George Craig & Sons Limited ,Grampian Prince,8021749,UK,,,George Craig & Sons Limited ,Craig Group Limited ,Grenaa,Denmark,2014-04-01 00:00:00,Tug/supply,1982,1294
UK,Torbulk Limited ,Shoreham,8104280,Cook Islands,,,Torbulk Limited ,Independent Shipping Limited ,Santander,Spain,2013-12-19 00:00:00,General Cargo,1982,1785
UK,Northwood (Fareham) Limited ,Norstone,7104219,UK,,,Northwood (Fareham) Limited ,Northwood (Fareham) Limited ,Swansea,UK,2014-03-12 00:00:00,Suction Dredger,1971,1168
UK,Serco Marine Services,Atlantic Osprey,8602414,UK,,,Serco Marine Services,Nuclear Decommissioning Authority ,Swansea,UK,2014-08-14 00:00:00,RoRo,1986,3640
UK ,Lomar Shipping Limited ,S.Trader,9070175,Malta,,,Lomar Deutschland GmbH ,Athens Trader GmbH & Company KG ,Alang,India,2014-04-11 00:00:00,Fully Cellular Containership,1995,29195
UK ,C.M. Lemos & Company Limited ,North,9114593,Greece,,,C.M. Lemos & Company Limited ,Dromon E.N.E. ,Chittagong,Bangladesh,2014-01-11 00:00:00,Tanker,1996,79832
Ukraine,Kaalbye Shipping International Limited ,Ocean Voyager,9111216,St. Vincent & Grenadines,,,Kaalbye Shipping Ukraine Limited ,Unicorn Enterprises Incorporated ,Alang,India,2014-08-13 00:00:00,General Cargo,1994,7249
Ukraine,Tech Project LLC ,Don Max,9043158,Moldova,,,Tech Project LLC ,Marine Traveller Company ,Alang,India,2014-02-25 00:00:00,General Cargo,1997,6459
Ukraine,Tomex Team Incorporated ,Etel,7413529,St. Kitts-Nevis,,,Tomex Team Incorporated ,Visionmax Corporation ,Alang,India,2014-04-11 00:00:00,RoRo,1976,8454
Ukraine,Aniva Transport & Fowarding,Volgo-Balt 121,7226134,Moldova ,,,Aniva Transport & Fowarding,Fapiola Shipping,Aliaga,Turkey,2014-12-24 00:00:00,General Cargo,1970,2457
Ukraine,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Arabatskiy,6611681,Panama ,,,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Aliaga,Turkey,2014-11-17 00:00:00,Dredger ,1966,2016
Ukraine,Capital Shipping Company LLC,Skylark,7223443,Moldova ,Ukraine,2014-01-19 00:00:00,Capital Shipping Company LLC,Capital Shipping Company LLC,Aliaga,Turkey,2014-03-28 00:00:00,General Cargo ,1972,2466
Ukraine,Elena Industrial & Commercial Company,Volgo-Don 4,8888238,Belize ,Ukraine ,2013-10-27 00:00:00,Elena Industrial & Commercial Company,Elena Industrial & Commercial Company,Aliaga,Turkey,2014-01-17 00:00:00,General Cargo ,1961,2886
Ukraine,Livadiya-Krym Limited,Saros,8423519,Ukraine ,,,Livadiya-Krym Limited,Livadiya-Krym Limited,Aliaga,Turkey,2014-06-09 00:00:00,Reefer ,1985,742
Ukraine,Petrel Shipping Limited,Anita,8866979,Russia ,,,Petrel Shipping Limited,AG Shipping Limited ,Aliaga,Turkey,2014-06-10 00:00:00,General Cargo ,1991,2457
Ukraine,Poseidon Limited,Palmira,8230194,Cambodia ,Ukraine ,2014-08-10 00:00:00,Poseidon Limited,Korsten Consulting SA ,Aliaga,Turkey,2014-08-23 00:00:00,General Cargo ,1971,2457
Ukraine,Tech Project LLC,Kunduz,7119044,Palau ,"Moldova (25/02/2014-24/03/2014), Ukraine",2014-03-24 00:00:00,Tech Project LLC,Serana Sea Navigation Company,Aliaga,Turkey,2014-05-21 00:00:00,Tug ,1972,807
Ukraine,Transyug Shipping Company Limited,Vallentina,8328757,Panama ,Malta,2014-04-16 00:00:00,Transyug Shipping Company Limited,Vallentina Ship Management Limited ,Aliaga,Turkey,2014-08-23 00:00:00,General Cargo With Container Capacity ,1984,4724
Ukraine,Ukrrichflot Joint Stock Shipping Company ,Dneprovets 4,8936047,Ukraine ,,,Ukrrichflot Joint Stock Shipping Company ,Ukrrichflot Joint Stock Shipping Company ,Aliaga,Turkey,2014-12-10 00:00:00,General Cargo ,1989,1550
Ukraine,Vernon Shipping Limited,Toulon,7829326,Togo ,,,Vernon Shipping Limited,Vernon Shipping Limited,Aliaga,Turkey,2014-05-02 00:00:00,General Cargo With Container Capacity ,1978,5983
Ukraine,Costa Palma Navigation Incorporated ,V Kerkis,8029064,Bahamas,,,Costa Palma Navigation Incorporated ,Costa Palma Navigation Incorporated ,Chittagong,Bangladesh,2014-01-26 00:00:00,Bulk carrier,1982,106771
Ukraine,Tech Project LLC ,Father S.,8406377,Dominica,,,Tech Project LLC ,Saiwai Maru Shipping Company ,Chittagong,Bangladesh,2014-04-03 00:00:00,Bulk carrier,1985,98943
Ukraine,Tomex Team Incorporated ,Ina,7419377,Togo,,,Tomex Team Incorporated ,Blue Jack Carrier Corporation ,Chittagong,Bangladesh,2014-12-06 00:00:00,RoRo,1978,10931
Ukraine,Innovative Ukraine SC ,Aston,9015060,Comoros,Italy,2014-03-30 00:00:00,Innovative Ukraine SC ,Marfrandt S.A. ,Gadani,Pakistan,2014-11-14 00:00:00,Tanker,1995,52176
Ukraine,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Kamal XXXV,8006854,St. Vincent & Grenadines,,,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Black Sea & Sea of Azov Dredging Company (CHERAZMORPUT) ,Mumbai,India,2014-02-01 00:00:00,Dredger,1982,9709
United Arab Emirates,Abu Dhabi National Oil Company (ADNOC) ,Rah,8009038,Tuvalu,United Arab Emirates,2014-12-24 00:00:00,Abu Dhabi National Oil Company (ADNOC) ,Abu Dhabi National Oil Company (ADNOC) ,Alang,India,2014-01-25 00:00:00,RoRo,1984,7817
United Arab Emirates,Al Manee & Al Essa ,Noora Moon 1,8100064,Panama,,,Al Manee & Al Essa ,Noora Moon Shipping & Trading Incorporated ,Alang,India,2014-04-30 00:00:00,RoRo,1983,7955
United Arab Emirates,Costalina General Trading FZC ,Masar Trade,7826661,Sierra Leone,,,Costalina General Trading FZC ,Masar Trade & Shipping Incorporated ,Alang,India,2014-09-13 00:00:00,General Cargo,1981,6742
United Arab Emirates,Gulf of Aden Shipping (LLC) ,Florida II,8001799,Panama,,,Gulf of Aden Shipping (LLC) ,Golden Land Shipping & Trading ,Alang,India,2014-06-27 00:00:00,Bulk carrier,1980,16105
United Arab Emirates,Gulf of Aden Shipping (LLC) ,Silica II,8605208,Panama,,,Gulf of Aden Shipping (LLC) ,Grey Land Shipping & Trading Incorporated ,Alang,India,2014-07-18 00:00:00,Bulk carrier,1987,12702
United Arab Emirates,Gulf of Aden Shipping (LLC) ,Limestone II,7610464,Tanzania,,,Gulf of Aden Shipping (LLC) ,Silo Trading & Shipping Incorporated ,Alang,India,2014-09-23 00:00:00,Bulk carrier,1979,21630
United Arab Emirates,Kassab Inter Shipping LLC ,Rising Phoenix,8319653,St. Vincent & Grenadines,,,Kassab Inter Shipping LLC ,Fleet Shipmanagement Inc ,Alang,India,2014-02-19 00:00:00,Bulk carrier,1985,22820
United Arab Emirates,Lissome Marine Services LLC ,Divyan,9031959,Togo,Panama,2014-10-31 00:00:00,Lissome Marine Services LLC ,Alcin Shipping SA ,Alang,India,2014-11-15 00:00:00,Tanker,1992,39265
United Arab Emirates,Ocean Shell Shipping L.L.C. ,Sea Breezer,9151888,St. Kitts-Nevis,,,Ocean Shell Shipping L.L.C. ,Ocean Shell Shipping L.L.C. ,Alang,India,2014-06-07 00:00:00,Fully Cellular Containership,1999,7171
United Arab Emirates,Power Plus General Trading LLC ,Gulf Oasis 2,7306738,Panama,,,Power Plus General Trading LLC ,Power Plus General Trading LLC ,Alang,India,2014-01-07 00:00:00,Tanker,1973,4521
United Arab Emirates,Silver Star Ship Management FZE ,Bateel,8511536,Saudi Arabia,,,Silver Star Ship Management FZE ,Al Rekab Global Maritime Limited ,Alang,India,2014-06-03 00:00:00,Tanker,1987,44322
United Arab Emirates,Tower Shipping Company S.A. ,Red Tower,7627625,Togo,,,Tower Shipping Company S.A. ,Tower Shipping Company S.A. ,Alang,India,2014-11-12 00:00:00,General Cargo,1979,3984
United Arab Emirates,You Maritime Services LLC ,Express,8129058,Palau,St. Kitts & Nevis,2014-11-22 00:00:00,You Maritime Services LLC ,Express Marine Incorporated ,Alang,India,2014-12-19 00:00:00,General Cargo,1982,3822
United Arab Emirates,Osman Shipping LLC ,Oceanland,8300626,St. Kitts-Nevis,,,Osman Shipping LLC ,Eurostar Maritime Limited,Chittagong,Bangladesh,2014-10-22 00:00:00,Bulk carrier,1984,19385
United Arab Emirates,Abu Dhabi Commercial Agency ,Sea Wind 1,7009201,Tanzania,,,Abu Dhabi Commercial Agency ,Gulf Development Marine Services Limited ,Gadani,Pakistan,2014-03-21 00:00:00,General Cargo,1970,1592
United Arab Emirates,"Al Hufoof Clearing, Cargo & Shipping Agency ",Leila,7302794,Sierra Leone,,,"Al Hufoof Clearing, Cargo & Shipping Agency ",Arabian Sea Shipping S.A. ,Gadani,Pakistan,2013-12-18 00:00:00,RoRo,1973,2292
United Arab Emirates,Blue Bird Ship & Boat LLC ,Afnan,7921576,Comoros,,,Al Khaleej Bitumen Company LLC ,Al Khaleej Bitumen Company LLC ,Gadani,Pakistan,2014-02-10 00:00:00,Asphalt Tanker,1980,1740
United Arab Emirates,Brook General Trading LLC ,Perun,8314823,St. Vincent & Grenadines,,,Brook General Trading LLC ,Brook Shipping Company Incorporated ,Gadani,Pakistan,2014-10-09 00:00:00,General Cargo,1984,10511
United Arab Emirates,FAL Group ,Kappa,9008718,Liberia,,,FAL Shipping Company Limited ,Gulf Success International Shipping Incorporated ,Gadani,Pakistan,2014-05-14 00:00:00,Tanker,1992,52048
United Arab Emirates,Givenergy FZC ,Trader,7922623,St. Kitts-Nevis,,,Givenergy FZC ,6th September Incorporated ,Gadani,Pakistan,2014-01-11 00:00:00,Asphalt Tanker,1981,11153
United Arab Emirates,Gulf Development Marine Services Company Limited ,Sea Breeze J.,7035872,St. Kitts-Nevis,,,Gulf Development Marine Services Company Limited ,Gulf Development Marine Company Limited ,Gadani,Pakistan,2014-03-21 00:00:00,General Cargo,1971,1623
United Arab Emirates,Gulf of Aden Shipping (LLC) ,Coral III,8126769,St. Kitts-Nevis,Panama,2014-11-07 00:00:00,Gulf of Aden Shipping (LLC) ,Antarctic Ocean Shipping & Trading Corporation ,Gadani,Pakistan,2014-11-08 00:00:00,Bulk carrier,1989,16835
United Arab Emirates,Gulf of Aden Shipping (LLC) ,Topaz II,7924839,Tanzania,,,Gulf of Aden Shipping (LLC) ,Moonlight Shipping & Trading Incorporated ,Gadani,Pakistan,2014-08-11 00:00:00,General Cargo,1980,10230
United Arab Emirates,Gulf Trust Group ,Al Kabeer,8989197,Togo,Panama,2014-08-27 00:00:00,Gulf Trust Ship Fuel Supply LLC ,Gulf Trust Ship Fuel Supply LLC ,Gadani,Pakistan,2014-11-24 00:00:00,Tanker,1995,2970
United Arab Emirates,Lissome Marine Services LLC ,Nami,8419178,Panama,,,Lissome Marine Services LLC ,Patriotic Maritime Agency Corporation ,Gadani,Pakistan,2014-09-09 00:00:00,Tanker,1987,26874
United Arab Emirates,Rak Training Ship Sindbad ,RTS Sindbad Bitic,5334614,St. Kitts-Nevis,,,Rak Training Ship Sindbad ,RTS Maritime Limited ,Gadani,Pakistan,2014-02-04 00:00:00,Training,1949,637
United Arab Emirates,Saqr Logisitics ,Safarini,8118566,St. Kitts-Nevis,,,Saqr Logisitics ,Al Safarini Quarries LLC ,Gadani,Pakistan,2014-02-19 00:00:00,Bulk carrier,1984,27798
United Arab Emirates,Alaa Shahi Mohammed ,Al Marwa,7911698,Togo,,,Alaa Shahi Mohammed ,Alaa Shahi Mohammed ,Mumbai,India,2014-11-21 00:00:00,General Cargo,1981,4269
Unknown,Unknown,Noora II,7928225,Panama,,,Unknown owners,Noora II Shipping & Trading Incorporated ,Alang,India,2014-05-23 00:00:00,General Cargo,1980,4236
Unknown,Unknown,Global Success I,8213964,Panama,,,Unknown owners,Priyanka Shipping Limited ,Alang,India,2014-05-23 00:00:00,Salvage Tug,1984,2673
Unknown,Unknown,Repulse Bay,7506596,Tanzania,,,Unknown owners,Metromar International Incorporated ,Alang,India,2014-05-30 00:00:00,General Cargo,1977,4287
Unknown,Unknown,Nawal Ali,6923802,Tanzania,,,Unknown owners,Abdallah Ali Shipping Incorporated ,Alang,India,2014-06-04 00:00:00,General Cargo,1969,2405
Unknown,Unknown,Ashraf,7126360,Togo,,,Unknown owners,Unknown,Alang,India,2014-04-15 00:00:00,General Cargo,1971,3150
Unknown,Unknown,Oranus,8503826,Tanzania,,,Unknown owners,Oranus Shipping Company Incorporated ,Alang,India,2014-02-24 00:00:00,General Cargo,1985,5934
Unknown,Unknown,Al Majed-H,7319694,Tanzania,,,Unknown owners,Unknown,Alang,India,2014-03-09 00:00:00,General Cargo,1973,3635
Unknown,Unknown Owners,John T.,8902486,Canada ,,,Unknown Owners,8393087 Canada Incorporated ,Aliaga,Turkey,2014-10-15 00:00:00,Bulk Carrier ,1991,24606
Unknown,Unknown Owners,Breadbox Acacia,8843862,Togo ,Panama,2012-02-10 00:00:00,Unknown Owners,Unknown Owners,Aliaga,Turkey,2014-10-01 00:00:00,General Cargo ,1983,2138
Unknown,Unknown Owners ,Agapito,7406746,Comoros ,,,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-05-12 00:00:00,General Cargo With Container Capacity ,1975,2580
Unknown,Unknown Owners ,Zakmar,7712030,Moldova ,,,Unknown Owners ,Zakmar Shipping & Trading Limited,Aliaga,Turkey,2014-09-22 00:00:00,General Cargo,1979,3708
Unknown,Unknown Owners ,Koufis,7050872,Moldova ,Ukraine,2013-11-25 00:00:00,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-05-02 00:00:00,General Cargo ,1969,2466
Unknown,Unknown Owners ,Ister,7050884,Moldova ,Ukraine,2013-12-24 00:00:00,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-04-22 00:00:00,General Cargo With Container Capacity ,1970,2466
Unknown,Unknown Owners ,Captain-Jo,7017375,Togo ,,,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-06-16 00:00:00,General Cargo ,1970,1426
Unknown,Unknown Owners ,Sea Karam,7387201,Togo ,,,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-08-27 00:00:00,General Cargo With Container Capacity ,1976,1900
Unknown,Unknown Owners ,Helje,6912059,Ukraine ,,,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-06-16 00:00:00,General Cargo ,1967,1256
Unknown,Unknown Owners ,Nasem,8110021,Unknown  ,,,Unknown Owners ,Unknown Owners ,Aliaga,Turkey,2014-04-09 00:00:00,General Cargo ,1981,4686
Unknown,Unknown,Princess Vanya,8801008,Cyprus,Mexico,2014-07-18 00:00:00,Unknown,Naviera Para Mineral S.A. de C.V. ,Chittagong,Bangladesh,2014-10-08 00:00:00,Bulk carrier,1989,36549
Unknown,Unknown,Sevenkar,8309464,Panama,Indonesia,2014-04-24 00:00:00,Unknown,Unknown,Chittagong,Bangladesh,2014-06-27 00:00:00,Bulk carrier,1985,26046
Unknown,Unknown,Delphis,8418978,Panama,,,Unknown,Emerald International Shipping Incorporated ,Chittagong,Bangladesh,2014-03-02 00:00:00,Bulk carrier,1987,37025
Unknown,Unknown,Carpio,8818881,Panama,,,Unknown,Sapphire International Shipping Incorporated ,Chittagong,Bangladesh,2014-03-07 00:00:00,Bulk carrier,1989,36284
Unknown,Unknown,Ermar,8711095,Liberia,,,Delfi S.A. ,Ermar Navigation Limited ,Gadani,Pakistan,2014-04-10 00:00:00,Tanker,1989,22838
Unknown,Unknown,Delphina,8706193,Liberia,,,Delfi S.A.,Maxwell Enterprises Company ,Gadani,Pakistan,2014-09-12 00:00:00,Tanker,1989,22972
Unknown,Unknown,Sil,8325561,St. Kitts-Nevis,Liberia,2014-06-11 00:00:00,Delfi S.A. ,Melinda Holdings S.A. ,Gadani,Pakistan,2014-07-04 00:00:00,Tanker,1986,46632
Unknown,Unknown,Bekkie,8007444,Tanzania,Nigeria,2014-05-10 00:00:00,Unknown owners,Riya Shipping Corporation,Gadani,Pakistan,2014-08-15 00:00:00,Tanker,1981,11451
Unknown,Unknown,Wan li,8316479,Panama,,,Unknown owners,Wan Li Shipping Limited ,Gadani,Pakistan,2014-11-19 00:00:00,Bulk carrier,1985,25227
Unknown,Unknown Owners,Khudozhnik Tsyganov,8957479,Cambodia ,,,Unknown Owners,Lebrant Holdings Corporation ,Jiangyin,China,2014-10-27 00:00:00,General Cargo,1977,2463
Unknown ,Unknown ,Safina V,8611104,Panama,,,Unknown owners,Gemini Shipping Private Limited ,Alang,India,2014-02-14 00:00:00,General Cargo,1987,5994
Unknown ,Unknown ,Madra,8918710,Tanzania ,,,Unknown ,Madra Marine Company Limited ,Aliaga,Turkey,2014-12-02 00:00:00,General Cargo With Container Capacity ,1996,5622
Unknown ,Unknown ,Brave,8307076,Dominica,,,Unknown ,Tristar Enterprises Limited ,Chittagong,Bangladesh,2014-01-25 00:00:00,Bulk carrier,1983,22009
Unknown ,Unknown ,Vegas,8706208,Liberia,,,Delfi S.A. ,Sheridan Management Incorporated ,Gadani,Pakistan,2014-04-30 00:00:00,Tanker,1989,22972
Uruguay,Boldini S.A.,Ocean Viking,8200632,Vanuatu ,,,Boldini S.A.,Boldini S.A.,Aliaga,Turkey,2014-04-18 00:00:00,Anchor Handling Tug/Supply ,1983,1971
USA,Exim Incorporated ,Vare,7358054,Tanzania,Brazil,2014-01-28 00:00:00,Exim Incorporated ,Exim Incorporated ,Alang,India,2014-05-15 00:00:00,Tanker,1975,17183
USA,Seaboard Corporation ,Lion,8908090,St. Kitts-Nevis,Liberia,2013-10-21 00:00:00,Seaboard Marine Limited ,Seaboard Spirit Limited ,Alang,India,2014-01-24 00:00:00,General Cargo,1991,14793
USA,Seaboard Trading & Shipping ,African Azalea,7800368,Moldova,,,Seaboard Trading & Shipping ,Star Shipping Company Incorporated ,Alang,India,2014-06-20 00:00:00,Bulk carrier,1978,6502
USA,Sealift Incorporated ,John,7504639,St. Kitts-Nevis,USA,2014-08-09 00:00:00,Sealift Incorporated ,Sealift Incorporated ,Alang,India,2014-09-04 00:00:00,RoRo,1978,26409
USA,Sealift Incorporated ,Noble Star,7529914,USA,,,Sealift Incorporated ,Sealift Tankships Incorporated ,Alang,India,2014-03-01 00:00:00,General Cargo,1977,16840
USA,Atwood Oceanics Management Incorporated ,Atwood Southern Cross,7393195,Australia ,,,Atwood Oceanics Australia Proprietary Limited ,Atwood Oceanics Australia Proprietary Limited ,Aliaga,Turkey,2014-12-02 00:00:00,Drill Platform ,1976,11952
USA,Chevron Corporation ,Altair Voyager,9035010,Bahamas ,,,Chevron Transport Corporation Limited ,Chevron Transport Corporation Limited ,Aliaga,Turkey,2014-11-10 00:00:00,Crude Oil Tanker ,1993,80914
USA,Horizon Lines LLC ,Horizon Discovery,6820579,USA,,,Horizon Lines LLC ,Horizon Lines LLC ,Brownsville,USA,2014-10-26 00:00:00,Fully Cellular Containership,1968,18888
USA,Sea Star Line LLC ,SS El Morro,7367445,USA,,,Sea Star Line LLC ,Sea Star Line LLC ,Brownsville,USA,2014-05-15 00:00:00,RoRo,1974,28137
USA,Icon Investment Corporation ,Corona,9042453,Sierra Leone,Singapore,2014-01-03 00:00:00,Icon Investment Corporation ,Icon Eagle Corona Private Limited ,Chittagong,Bangladesh,2014-01-03 00:00:00,Tanker,1993,52504
